epoch,accuracy,loss,val_accuracy,val_loss
0,0.5409003496170044,1.1410969495773315,0.4784212112426758,1.3886843919754028
1,0.6030945777893066,1.0222201347351074,0.5410434007644653,1.157932996749878
2,0.6340524554252625,0.9505834579467773,0.5875259041786194,1.059206247329712
3,0.6570314764976501,0.8963221907615662,0.5829753875732422,1.0523840188980103
4,0.6685492396354675,0.8649407029151917,0.6222785711288452,0.9684493541717529
5,0.6810554265975952,0.8382863998413086,0.6115114092826843,0.9944979548454285
6,0.6906991600990295,0.8129034638404846,0.6259996891021729,0.9611629843711853
7,0.6973732113838196,0.7960183620452881,0.6310722827911377,0.9565355181694031
8,0.7035499215126038,0.7812197804450989,0.6128480434417725,0.9898924827575684
9,0.7081306576728821,0.7678661942481995,0.6399659514427185,0.9290732145309448
10,0.7148925065994263,0.750506579875946,0.6454383730888367,0.9198071956634521
11,0.7183789014816284,0.7429501414299011,0.6450866460800171,0.9187304973602295
12,0.7240680456161499,0.7295449376106262,0.6326792240142822,0.9417598247528076
13,0.7270333170890808,0.7192893028259277,0.6460382342338562,0.9152724146842957
14,0.7303375005722046,0.7119478583335876,0.6364373564720154,0.9567050337791443
15,0.7330834269523621,0.7039627432823181,0.6262959241867065,0.9578983783721924
16,0.7366876602172852,0.6944270730018616,0.6431612968444824,0.9335216879844666
17,0.7400879859924316,0.688228189945221,0.6476488709449768,0.9492943286895752
18,0.7418711185455322,0.6821152567863464,0.6593934893608093,0.884746253490448
19,0.7444537878036499,0.6742664575576782,0.6064832806587219,1.0074576139450073
20,0.7473828792572021,0.668095588684082,0.6431242823600769,0.9117307662963867
21,0.7495918273925781,0.6632800102233887,0.6103265881538391,0.9904256463050842
22,0.7523007392883301,0.6558082699775696,0.6459160447120667,0.9135486483573914
23,0.7549341917037964,0.6479002833366394,0.6591047048568726,0.9016970992088318
24,0.7563532590866089,0.6450548768043518,0.6634700894355774,0.8981403112411499
25,0.7596181631088257,0.6376017928123474,0.6551725268363953,0.9285628795623779
26,0.7604878544807434,0.6350001096725464,0.6595934629440308,0.8874898552894592
27,0.7621681690216064,0.6310535669326782,0.6590936183929443,0.9070876836776733
28,0.7629381418228149,0.6270245909690857,0.6687536835670471,0.8729791045188904
29,0.7653421759605408,0.6212332248687744,0.6545467972755432,0.9173792600631714
30,0.7655539512634277,0.6204556822776794,0.6644216775894165,0.8917132019996643
31,0.7687429189682007,0.613190233707428,0.5784063935279846,1.0827823877334595
32,0.7702860236167908,0.6097457408905029,0.6224563121795654,0.9768505096435547
33,0.7699312567710876,0.6092979907989502,0.6286618709564209,0.9570760130882263
34,0.7731378674507141,0.6002820730209351,0.6620223522186279,0.8874616026878357
35,0.7745940685272217,0.5983393788337708,0.6554206013679504,0.9124171733856201
36,0.7752974033355713,0.5938671827316284,0.6217861175537109,0.9760663509368896
37,0.7751526832580566,0.5955924391746521,0.6628517508506775,0.9030287861824036
38,0.7743262052536011,0.5965424180030823,0.5948755741119385,1.059854507446289
39,0.7743094563484192,0.5957399010658264,0.6544209122657776,0.8978191018104553
40,0.7787846922874451,0.5877601504325867,0.6334974765777588,0.9578598141670227
41,0.7750132083892822,0.5961010456085205,0.6440980434417725,0.9290370345115662
42,0.7817226052284241,0.578339159488678,0.6489595770835876,0.9198715686798096
43,0.783067524433136,0.5756532549858093,0.6613336801528931,0.8910717964172363
