epoch,accuracy,loss,val_accuracy,val_loss
0,0.5448416471481323,1.1307883262634277,0.4946349263191223,1.3465144634246826
1,0.6096177101135254,1.007616639137268,0.544838547706604,1.1676642894744873
2,0.6380087733268738,0.9394879937171936,0.5994927287101746,1.0197088718414307
3,0.6548975110054016,0.9000475406646729,0.5896216034889221,1.05876624584198
4,0.6689194440841675,0.8666484951972961,0.6233708262443542,0.9624484777450562
5,0.6790851950645447,0.8412381410598755,0.6211159825325012,0.9768739938735962
6,0.6877784132957458,0.820125162601471,0.5690869092941284,1.0898364782333374
7,0.6966949701309204,0.7980185747146606,0.6207160949707031,0.9900603294372559
8,0.704199492931366,0.7793161273002625,0.6334271430969238,0.9388837814331055
9,0.7098233103752136,0.7650997638702393,0.6074607372283936,1.0129882097244263
10,0.716237485408783,0.7484972476959229,0.6387588977813721,0.9347689151763916
11,0.7215105295181274,0.7351264953613281,0.6271401047706604,0.9571635723114014
12,0.7263405323028564,0.7230528593063354,0.6418653726577759,0.9186884760856628
13,0.7298000454902649,0.7130421996116638,0.6301947832107544,0.9586313366889954
14,0.7337325215339661,0.7035853862762451,0.5886959433555603,1.0565303564071655
15,0.7379063963890076,0.693778932094574,0.6071645617485046,1.0098488330841064
16,0.7411783337593079,0.6838923692703247,0.5872371196746826,1.0684789419174194
17,0.7438117861747742,0.6780551075935364,0.6460086107254028,0.9267244935035706
18,0.7488553524017334,0.6659139394760132,0.5661396384239197,1.1172822713851929
19,0.7524092793464661,0.6564473509788513,0.645775318145752,0.9330786466598511
20,0.7543781995773315,0.6514871120452881,0.6347526907920837,0.9494091868400574
21,0.7571519613265991,0.6444846987724304,0.6458715796470642,0.9185037612915039
22,0.7599111199378967,0.6360943913459778,0.6251444220542908,0.9704379439353943
23,0.7621196508407593,0.6287378072738647,0.6369408965110779,0.950493335723877
24,0.7641132473945618,0.6248484253883362,0.6111818552017212,1.006231427192688
25,0.7660208344459534,0.6180558800697327,0.5742594599723816,1.0783345699310303
26,0.7682301998138428,0.6129591464996338,0.6506368517875671,0.9269922971725464
27,0.7712329626083374,0.6064916849136353,0.6187388896942139,0.9897016882896423
28,0.7715608477592468,0.6036320924758911,0.5895475149154663,1.0873303413391113
29,0.7748998403549194,0.5969496369361877,0.6169986724853516,0.996207594871521
