epoch,accuracy,loss,val_accuracy,val_loss
0,0.7654317021369934,0.6231527924537659,0.617965042591095,1.0845351219177246
1,0.741077721118927,0.6865658760070801,0.6617446541786194,0.8790239095687866
2,0.7403205037117004,0.6880409717559814,0.5292543172836304,1.2908049821853638
3,0.735416829586029,0.698961615562439,0.6334826946258545,0.9392632842063904
4,0.7118372321128845,0.7564073801040649,0.6433056592941284,0.9280099272727966
5,0.7387986183166504,0.6900177597999573,0.6423911452293396,0.9241699576377869
6,0.7359926700592041,0.6963698863983154,0.6582382917404175,0.8870440125465393
7,0.7441855072975159,0.6757413744926453,0.6581494212150574,0.8890054225921631
8,0.7509063482284546,0.6604151129722595,0.5094601511955261,1.3785576820373535
9,0.7557778358459473,0.6472581624984741,0.649996280670166,0.9332059621810913
10,0.7571536898612976,0.643485426902771,0.6504517197608948,0.9320418238639832
11,0.7593780755996704,0.6382628679275513,0.6429539322853088,0.9300520420074463
